household_id,fixed_internet_code,mobile_internet_code,computer_asset_code,household_smartphones,fixed_internet,mobile_internet,computer_asset
278101040000001401,2,2,2,0,No,No,No
278101040000001402,2,2,2,0,No,No,No
278101040000004201,2,2,2,0,No,No,No
278101040000007001,2,2,2,0,No,No,No
278101040000009801,2,NA,2,3,No,NA,No
278101040000012601,2,1,2,2,No,Yes,No
278101040000015401,2,1,2,5,No,Yes,No
278101040000018201,2,2,2,0,No,No,No
278101040000021001,2,1,2,3,No,Yes,No
278101040000023801,2,1,2,2,No,Yes,No
278101280000001901,2,1,1,1,No,Yes,Yes
278101280000003801,2,1,1,3,No,Yes,Yes
278101280000005701,2,2,2,0,No,No,No
278101280000005702,2,1,2,2,No,Yes,No
278101280000007601,2,1,2,4,No,Yes,No
278101280000013301,2,2,2,0,No,No,No
278101280000015201,2,1,2,1,No,Yes,No
278101580000000901,2,1,2,2,No,Yes,No
278101580000003501,2,1,1,3,No,Yes,Yes
278101580000006101,2,1,2,3,No,Yes,No
278101580000008701,2,1,2,2,No,Yes,No
278101580000011301,2,1,1,2,No,Yes,Yes
278101580000013901,2,1,2,2,No,Yes,No
278101580000019101,2,1,2,2,No,Yes,No
278101600000003101,2,2,2,0,No,No,No
278101600000006101,2,1,2,3,No,Yes,No
278101600000009101,2,2,2,0,No,No,No
278101600000012101,2,1,2,2,No,Yes,No
278101600000015101,2,2,2,0,No,No,No
278101600000018101,2,1,2,1,No,Yes,No
279100630000002501,2,1,2,4,No,Yes,No
279100630000005001,2,1,2,1,No,Yes,No
279100630000007501,2,1,2,1,No,Yes,No
279100630000010001,2,1,2,1,No,Yes,No
279100630000012501,2,1,2,2,No,Yes,No
279100630000020001,2,1,2,1,No,Yes,No
279100630000022501,2,1,2,1,No,Yes,No
279100850000002501,2,1,2,1,No,Yes,No
279100850000004701,2,1,2,1,No,Yes,No
279100850000006901,2,1,2,1,No,Yes,No
279100850000009101,2,1,2,4,No,Yes,No
279100850000011301,2,1,2,1,No,Yes,No
279100850000020101,2,1,2,4,No,Yes,No
280100430000002601,2,1,2,1,No,Yes,No
280100430000005801,2,1,2,2,No,Yes,No
280100430000009001,2,1,2,2,No,Yes,No
280100430000012201,2,2,2,0,No,No,No
280100430000015401,2,2,2,0,No,No,No
280100430000018601,2,2,2,1,No,No,No
280100430000021801,2,2,2,0,No,No,No
280100640000002201,2,1,2,2,No,Yes,No
280100640000004501,2,1,2,1,No,Yes,No
280100640000006801,2,2,2,0,No,No,No
280100640000009101,2,1,2,3,No,Yes,No
280100640000011401,2,2,2,0,No,No,No
280100640000013701,2,2,2,0,No,No,No
281100550000001301,2,2,2,3,No,No,No
281100550000003501,2,2,2,0,No,No,No
281100550000005701,2,2,2,0,No,No,No
281100550000007901,2,1,2,1,No,Yes,No
281100550000010101,2,2,2,0,No,No,No
281100550000014501,2,2,1,0,No,No,Yes
281100580000000701,2,1,2,2,No,Yes,No
281100580000003701,2,2,2,0,No,No,No
281100580000005201,2,1,1,2,No,Yes,Yes
281100580000006701,2,2,1,2,No,No,Yes
281100580000008201,2,1,2,2,No,Yes,No
281100580000009701,2,1,2,2,No,Yes,No
281100580000011201,2,1,2,2,No,Yes,No
281100580000012701,2,1,2,2,No,Yes,No
281101590000001001,2,2,2,0,No,No,No
281101590000002001,2,1,2,2,No,Yes,No
281101590000005001,2,2,2,0,No,No,No
281101590000007001,2,1,1,1,No,Yes,Yes
281101590000008001,2,2,2,0,No,No,No
281101590000011001,2,1,2,1,No,Yes,No
281101730000002101,2,1,2,3,No,Yes,No
281101730000004501,2,1,1,2,No,Yes,Yes
281101730000009301,2,1,2,1,No,Yes,No
281101730000016501,1,1,2,2,Yes,Yes,No
281101730000016502,2,2,2,0,No,No,No
281101730000023701,2,1,2,1,No,Yes,No
281101730000026101,2,2,2,1,No,No,No
281101850000001001,2,1,2,2,No,Yes,No
281101850000003501,2,2,2,0,No,No,No
281101850000006001,2,1,2,2,No,Yes,No
281101850000008501,2,2,2,0,No,No,No
281101850000011001,2,1,2,1,No,Yes,No
281101850000013501,2,1,2,2,No,Yes,No
281101850000016001,2,2,2,0,No,No,No
281101850000018501,2,2,2,0,No,No,No
281101850000021001,2,2,2,0,No,No,No
281101850000023501,2,2,2,0,No,No,No
281102250000000201,2,1,2,1,No,Yes,No
281102250000002101,2,2,2,1,No,No,No
281102250000004001,2,1,2,2,No,Yes,No
281102250000005901,2,1,2,1,No,Yes,No
281102250000007801,2,1,2,1,No,Yes,No
281102250000009701,2,1,2,3,No,Yes,No
281102250000011601,2,1,2,2,No,Yes,No
281102250000013501,2,1,2,2,No,Yes,No
281102250000015401,2,1,2,1,No,Yes,No
281102410000001101,2,1,2,2,No,Yes,No
281102410000003901,2,1,2,3,No,Yes,No
281102410000006701,2,1,2,2,No,Yes,No
281102410000009501,2,1,2,1,No,Yes,No
281102410000012301,2,2,2,0,No,No,No
281102410000015101,2,1,1,1,No,Yes,Yes
281102440000003601,2,1,1,2,No,Yes,Yes
281102440000006301,2,1,2,2,No,Yes,No
281102440000009001,2,1,2,2,No,Yes,No
281102440000011701,2,1,2,1,No,Yes,No
281102440000014401,2,1,2,1,No,Yes,No
281102440000017101,2,1,2,2,No,Yes,No
281102440000019801,2,1,2,3,No,Yes,No
281102660000000401,2,1,2,2,No,Yes,No
281102660000002501,2,1,2,1,No,Yes,No
281102660000004601,2,1,2,1,No,Yes,No
281102660000006701,2,1,2,3,No,Yes,No
281102660000008801,2,2,2,0,No,No,No
281102660000010901,1,2,2,1,Yes,No,No
281102660000013001,2,1,2,3,No,Yes,No
281102660000015101,2,1,2,1,No,Yes,No
281102660000017201,2,1,2,2,No,Yes,No
281103910000001601,1,2,1,3,Yes,No,Yes
281103910000003101,2,1,2,1,No,Yes,No
281103910000004601,2,1,1,2,No,Yes,Yes
281103910000006101,2,1,1,3,No,Yes,Yes
281103910000010601,2,1,2,1,No,Yes,No
281103910000012101,2,1,2,2,No,Yes,No
281103910000013601,1,2,1,2,Yes,No,Yes
281103910000013602,2,2,2,1,No,No,No
281103910000015101,2,1,1,1,No,Yes,Yes
281104490000002601,1,1,2,2,Yes,Yes,No
281104490000005801,2,1,2,1,No,Yes,No
281104490000009001,2,1,2,1,No,Yes,No
281104490000012201,2,1,2,4,No,Yes,No
281104490000015401,2,1,2,1,No,Yes,No
281104490000018601,2,1,2,1,No,Yes,No
281104490000021801,2,2,2,1,No,No,No
282100340000004801,2,2,2,3,No,No,No
282100340000008601,2,2,2,1,No,No,No
282100340000020001,2,2,2,0,No,No,No
282100340000021901,2,2,2,6,No,No,No
282102210000007001,2,2,2,1,No,No,No
282102210000012001,2,2,2,0,No,No,No
282102210000017001,2,1,2,1,No,Yes,No
282102210000032001,2,2,2,0,No,No,No
282103570000005001,2,1,2,1,No,Yes,No
282103570000005002,2,1,2,1,No,Yes,No
282103570000021001,2,1,2,1,No,Yes,No
282103570000024201,2,2,2,0,No,No,No
282103570000027401,2,1,2,2,No,Yes,No
282103570000030601,2,1,1,3,No,Yes,Yes
282104110000006701,2,1,2,2,No,Yes,No
282104110000010301,2,2,2,0,No,No,No
282104110000013901,2,2,2,0,No,No,No
282104110000021101,2,2,2,1,No,No,No
282104110000024701,2,2,2,4,No,No,No
282104110000031901,2,2,2,3,No,No,No
282104690000001301,2,2,2,1,No,No,No
282104690000005501,2,2,2,0,No,No,No
282104690000006901,2,2,2,3,No,No,No
282104690000009701,2,2,2,0,No,No,No
282104690000011101,2,NA,2,0,No,NA,No
282104690000012501,2,2,2,2,No,No,No
282104690000013901,2,2,2,0,No,No,No
282104720000000201,2,2,2,0,No,No,No
282104720000002601,2,2,2,0,No,No,No
282104720000005001,2,2,2,0,No,No,No
282104720000009801,2,2,2,1,No,No,No
282104720000012201,2,2,2,1,No,No,No
282105490000000601,2,1,2,1,No,Yes,No
282105490000003201,2,2,2,0,No,No,No
282105490000011001,2,1,2,1,No,Yes,No
282105490000013601,2,2,2,0,No,No,No
282105490000016201,2,2,2,0,No,No,No
282105490000018801,2,2,2,0,No,No,No
282105490000021401,2,1,2,1,No,Yes,No
282105490000024001,2,2,2,0,No,No,No
282105490000029201,2,1,2,1,No,Yes,No
282105730000002601,2,2,2,3,No,No,No
282105730000005701,2,2,2,2,No,No,No
282105730000015001,2,2,2,0,No,No,No
282105730000021201,2,2,2,0,No,No,No
282107640000003301,2,2,2,3,No,No,No
282107640000005801,2,2,2,2,No,No,No
282107640000013301,2,2,2,0,No,No,No
282107640000015801,2,1,2,3,No,Yes,No
282107640000020801,2,1,2,1,No,Yes,No
282107640000023301,2,2,2,1,No,No,No
282107640000025801,2,2,2,0,No,No,No
283100260000000801,2,2,2,0,No,No,No
283100260000004601,2,1,2,1,No,Yes,No
283100260000008401,2,2,2,1,No,No,No
283100260000012201,2,2,2,0,No,No,No
283100260000023601,2,1,2,1,No,Yes,No
283100260000027401,2,2,2,0,No,No,No
283100260000031201,2,1,2,1,No,Yes,No
283100260000038801,2,1,2,1,No,Yes,No
283100260000042601,2,1,2,3,No,Yes,No
283100310000003301,2,2,2,0,No,No,No
283100310000004601,2,1,2,1,No,Yes,No
283100310000005901,2,2,2,0,No,No,No
283100310000008501,2,2,2,0,No,No,No
283100310000013701,2,1,2,2,No,Yes,No
283100690000000501,2,1,2,1,No,Yes,No
283100690000005701,2,1,2,1,No,Yes,No
283100690000008301,2,1,2,2,No,Yes,No
283100690000010901,2,1,2,2,No,Yes,No
283100690000013501,2,1,2,1,No,Yes,No
283100690000016101,2,1,2,3,No,Yes,No
283100690000016102,2,1,2,2,No,Yes,No
283100690000018701,2,1,2,2,No,Yes,No
283101300000003001,2,2,2,0,No,No,No
283101300000006601,2,1,2,1,No,Yes,No
283101300000028201,2,2,2,0,No,No,No
283101300000031801,2,1,2,1,No,Yes,No
283101520000007901,2,2,2,0,No,No,No
283101520000011601,2,2,2,0,No,No,No
283101520000011602,2,1,2,1,No,Yes,No
283101520000019001,2,1,2,2,No,Yes,No
283101520000033801,2,2,2,0,No,No,No
283101750000006901,2,2,2,1,No,No,No
283101750000009801,2,2,2,1,No,No,No
283101750000012701,2,2,2,1,No,No,No
283101750000018501,2,2,2,1,No,No,No
283101750000027201,2,2,2,1,No,No,No
283101750000030101,2,2,2,1,No,No,No
283101750000033001,2,2,2,0,No,No,No
283101750000035901,2,2,2,0,No,No,No
283102010000000501,2,2,2,2,No,No,No
283102010000006501,2,2,2,1,No,No,No
283102010000009501,2,2,2,0,No,No,No
283102010000018501,2,2,2,1,No,No,No
283102010000021501,2,2,2,1,No,No,No
283102590000002001,2,2,2,0,No,No,No
283102590000004001,2,2,2,2,No,No,No
283102590000008001,2,2,2,1,No,No,No
283102590000010001,2,2,2,0,No,No,No
283102590000012001,2,2,2,0,No,No,No
283102590000016001,2,2,2,0,No,No,No
283102590000022001,2,2,2,0,No,No,No
283102590000024001,2,2,2,1,No,No,No
283104140000000201,2,2,2,0,No,No,No
283104140000002801,2,1,2,3,No,Yes,No
283104140000005401,2,2,2,0,No,No,No
283104140000018401,2,2,2,1,No,No,No
283104140000021001,2,2,2,0,No,No,No
283104850000000701,2,2,2,0,No,No,No
283104850000003101,2,1,2,1,No,Yes,No
283104850000005501,2,1,2,1,No,Yes,No
283104850000010301,2,2,2,0,No,No,No
283104850000012701,2,1,2,4,No,Yes,No
283104850000015101,2,1,2,1,No,Yes,No
284101990000004901,2,2,2,1,No,No,No
284101990000007501,2,2,2,0,No,No,No
284101990000010101,2,2,2,1,No,No,No
284101990000023101,2,2,2,0,No,No,No
284101990000025701,2,2,2,2,No,No,No
284101990000030901,2,2,2,2,No,No,No
284103490000001901,2,2,2,1,No,No,No
284103490000004601,2,2,2,2,No,No,No
284103490000007301,2,2,2,3,No,No,No
284103490000012701,2,2,2,2,No,No,No
284103490000015401,2,2,2,3,No,No,No
284103490000018101,2,2,2,1,No,No,No
284103490000020801,2,2,2,0,No,No,No
284103700000002601,2,2,2,0,No,No,No
284103700000005201,2,2,2,1,No,No,No
284103700000010401,2,2,2,3,No,No,No
284103700000015601,2,2,2,0,No,No,No
284103700000018201,2,2,2,1,No,No,No
284103800000003801,2,1,2,2,No,Yes,No
284103800000011801,2,2,2,1,No,No,No
284104080000010401,2,2,2,1,No,No,No
284104660000010701,2,2,2,1,No,No,No
284104660000026301,2,2,2,6,No,No,No
284104930000001601,2,2,2,1,No,No,No
284104930000003401,2,2,2,0,No,No,No
284104930000005201,2,2,2,0,No,No,No
284104930000007001,2,2,2,3,No,No,No
284104930000008801,2,2,2,3,No,No,No
284104930000012401,2,2,2,0,No,No,No
285100350000000301,2,1,2,2,No,Yes,No
285100350000001601,2,2,2,0,No,No,No
285100350000002901,2,1,1,3,No,Yes,Yes
285100350000004201,2,2,2,1,No,No,No
285100350000006801,2,1,2,2,No,Yes,No
285100350000008101,2,1,2,2,No,Yes,No
285100350000009401,2,2,2,0,No,No,No
285100380000000601,2,2,2,0,No,No,No
285100380000002701,2,2,2,0,No,No,No
285100380000004801,2,1,2,1,No,Yes,No
285100380000009001,2,1,2,2,No,Yes,No
285100380000015301,2,2,2,0,No,No,No
285100380000019501,2,1,2,2,No,Yes,No
285101010000002001,2,1,2,3,No,Yes,No
285101010000004801,2,2,2,0,No,No,No
285101010000007601,2,1,2,1,No,Yes,No
285101010000010401,2,1,1,4,No,Yes,Yes
285101010000018801,2,1,2,1,No,Yes,No
285101140000002201,2,1,2,1,No,Yes,No
285101140000004501,2,1,2,3,No,Yes,No
285101140000006801,2,2,2,0,No,No,No
285101140000011401,2,2,2,0,No,No,No
285101140000016001,2,1,2,1,No,Yes,No
285101860000004101,2,1,2,1,No,Yes,No
285101860000017301,2,2,2,0,No,No,No
285101860000020601,2,2,2,0,No,No,No
285101860000023901,2,1,2,2,No,Yes,No
285101860000027201,2,2,2,0,No,No,No
285102000000004901,2,2,2,1,No,No,No
285102000000006501,2,1,2,4,No,Yes,No
285102000000008101,2,1,2,2,No,Yes,No
285102000000011301,2,2,2,0,No,No,No
285102000000012901,2,1,2,1,No,Yes,No
285102000000014501,2,2,2,0,No,No,No
286100070000001301,2,2,2,0,No,No,No
286100070000003301,2,2,2,0,No,No,No
286100070000005301,2,1,2,1,No,Yes,No
286100070000007301,2,1,2,1,No,Yes,No
286100070000009301,2,1,2,1,No,Yes,No
286100480000000501,2,1,2,1,No,Yes,No
286100480000004901,2,2,2,0,No,No,No
286100480000011501,2,1,2,0,No,Yes,No
286100480000013701,2,1,2,4,No,Yes,No
286100480000018101,2,1,2,1,No,Yes,No
286100480000020301,2,2,2,1,No,No,No
286100590000003101,2,1,2,2,No,Yes,No
286100590000005401,2,1,2,1,No,Yes,No
286100590000007701,2,1,2,1,No,Yes,No
286100590000012301,2,2,2,0,No,No,No
286100610000004501,2,1,2,8,No,Yes,No
286100610000007101,2,1,1,1,No,Yes,Yes
286100610000009701,2,1,1,4,No,Yes,Yes
286100610000014901,2,1,2,3,No,Yes,No
286100610000017501,2,1,1,1,No,Yes,Yes
286100610000020101,2,1,1,1,No,Yes,Yes
286100670000005601,2,1,1,1,No,Yes,Yes
286100670000008401,2,2,2,0,No,No,No
286100670000011201,2,1,2,1,No,Yes,No
286100670000014001,2,2,2,0,No,No,No
286100670000016801,2,1,2,1,No,Yes,No
286100670000019601,2,1,2,4,No,Yes,No
286100670000022401,2,1,1,3,No,Yes,Yes
286100690000000801,2,2,2,0,No,No,No
286100690000002401,2,1,2,1,No,Yes,No
286100690000004001,2,1,2,2,No,Yes,No
286100690000007201,2,1,2,1,No,Yes,No
286100690000008801,2,1,2,1,No,Yes,No
286100690000010401,2,1,2,2,No,Yes,No
286100690000012001,2,2,2,0,No,No,No
286100690000013601,2,1,2,1,No,Yes,No
286101110000003801,2,1,2,2,No,Yes,No
286101110000009001,2,1,2,1,No,Yes,No
286101110000011601,2,1,2,1,No,Yes,No
286101110000014201,2,1,2,1,No,Yes,No
286101110000016801,2,1,2,1,No,Yes,No
286101110000019401,2,2,2,0,No,No,No
286101110000022001,2,1,2,1,No,Yes,No
286101590000000201,2,1,2,2,No,Yes,No
286101590000005901,2,1,2,1,No,Yes,No
286101590000007801,2,1,2,0,No,Yes,No
286101590000009701,2,1,2,1,No,Yes,No
286101590000011601,2,2,2,0,No,No,No
286101670000001201,2,2,2,0,No,No,No
286101670000006601,2,1,2,1,No,Yes,No
286101670000009301,2,2,2,0,No,No,No
286101670000012001,2,2,2,0,No,No,No
286101670000014701,2,1,2,2,No,Yes,No
286101670000022801,2,2,2,0,No,No,No
286102290000001001,2,2,2,0,No,No,No
286102290000004201,2,1,2,1,No,Yes,No
286102290000005801,2,2,2,0,No,No,No
286102290000009001,2,2,2,0,No,No,No
286102290000013801,2,2,2,0,No,No,No
286102290000015401,2,2,2,1,No,No,No
286103760000000401,2,1,2,2,No,Yes,No
286103760000002701,2,1,1,4,No,Yes,Yes
286103760000007301,2,1,2,3,No,Yes,No
286103760000009601,2,2,2,0,No,No,No
286103760000011901,2,1,2,1,No,Yes,No
286103760000014201,2,1,2,2,No,Yes,No
286103760000018801,2,1,2,2,No,Yes,No
286103760000023401,2,1,1,0,No,Yes,Yes
286103930000013401,2,2,2,0,No,No,No
286105470000000101,2,2,2,0,No,No,No
286105470000005501,2,1,2,1,No,Yes,No
286105470000008201,2,2,2,0,No,No,No
286105470000010901,2,1,2,1,No,Yes,No
286105470000013601,2,1,2,3,No,Yes,No
286105470000016301,2,1,2,1,No,Yes,No
286105510000011401,2,2,2,0,No,No,No
286105510000014401,2,1,2,1,No,Yes,No
286105510000017401,2,2,2,0,No,No,No
286105510000020401,2,1,2,1,No,Yes,No
287100470000003301,1,1,1,2,Yes,Yes,Yes
287100470000011401,2,2,2,0,No,No,No
287100470000014101,2,1,2,1,No,Yes,No
287100470000016801,2,1,2,2,No,Yes,No
287100470000027601,2,2,2,0,No,No,No
287100570000000501,2,1,1,1,No,Yes,Yes
287100570000001901,2,1,1,3,No,Yes,Yes
287100570000003301,2,2,2,0,No,No,No
287100570000004701,2,2,2,0,No,No,No
287100570000006101,2,1,2,3,No,Yes,No
287100570000008901,2,2,2,0,No,No,No
287100570000010301,2,1,2,1,No,Yes,No
287100570000011701,2,1,1,3,No,Yes,Yes
287100570000013101,2,1,2,2,No,Yes,No
287101060000000501,2,1,2,1,No,Yes,No
287101060000006301,2,1,2,3,No,Yes,No
287101060000009201,2,2,2,0,No,No,No
287101060000012101,2,2,2,0,No,No,No
287101060000020801,2,1,2,1,No,Yes,No
287101060000023701,2,1,2,1,No,Yes,No
287101060000026601,2,2,2,1,No,No,No
287101060000029501,2,1,2,3,No,Yes,No
287101700000001601,2,1,2,1,No,Yes,No
287101700000003601,2,1,2,1,No,Yes,No
287101700000009601,2,1,2,0,No,Yes,No
287101700000011601,2,2,2,1,No,No,No
287101700000017601,2,1,2,2,No,Yes,No
287102750000001101,2,1,2,1,No,Yes,No
287102750000005001,2,1,2,1,No,Yes,No
287102750000008901,2,1,2,0,No,Yes,No
287102750000016701,2,1,2,3,No,Yes,No
287102750000020601,2,1,2,2,No,Yes,No
287102750000024501,2,1,2,2,No,Yes,No
287102750000028401,2,1,2,1,No,Yes,No
287102750000032301,2,1,2,2,No,Yes,No
287102750000036201,2,1,2,1,No,Yes,No
287102760000000201,2,1,2,1,No,Yes,No
287102760000002301,2,1,2,1,No,Yes,No
287102760000004401,2,1,2,4,No,Yes,No
287102760000006501,2,1,2,1,No,Yes,No
287102760000010701,2,1,2,1,No,Yes,No
287102760000014901,2,1,2,1,No,Yes,No
287102760000017001,2,1,2,4,No,Yes,No
287102760000019101,2,1,2,1,No,Yes,No
287102810000002001,2,2,2,0,No,No,No
287102810000005401,2,1,2,1,No,Yes,No
287102810000008801,2,1,1,1,No,Yes,Yes
287102810000012201,2,1,1,1,No,Yes,Yes
287102810000015601,2,1,1,1,No,Yes,Yes
287102810000019001,2,1,2,2,No,Yes,No
287102810000022401,2,1,2,1,No,Yes,No
287102810000029201,2,1,1,1,No,Yes,Yes
287102810000036001,2,1,2,2,No,Yes,No
287102830000001501,2,1,2,1,No,Yes,No
287102830000004201,2,1,1,2,No,Yes,Yes
287102830000009601,2,1,2,2,No,Yes,No
287102830000012301,2,2,2,0,No,No,No
287102830000015001,2,1,2,1,No,Yes,No
287102830000020401,2,1,2,1,No,Yes,No
287103990000002601,2,1,2,1,No,Yes,No
287103990000005201,2,1,2,2,No,Yes,No
287103990000007801,2,1,2,2,No,Yes,No
287103990000010401,2,2,2,0,No,No,No
287103990000013001,2,1,2,1,No,Yes,No
287103990000015601,2,1,2,2,No,Yes,No
287104760000001401,2,1,2,4,No,Yes,No
287104760000004401,2,1,2,3,No,Yes,No
287104760000007401,2,2,2,0,No,No,No
287104760000010401,2,1,2,1,No,Yes,No
287104760000013401,2,2,2,0,No,No,No
287104760000016401,2,1,2,1,No,Yes,No
287104760000019401,2,1,2,0,No,Yes,No
287104760000022401,2,1,2,1,No,Yes,No
287104760000025401,2,1,2,1,No,Yes,No
287104760000028401,2,1,2,3,No,Yes,No
287104790000005501,2,2,2,0,No,No,No
287104790000008701,2,2,2,0,No,No,No
287104790000011901,2,1,2,0,No,Yes,No
287104790000015101,2,1,2,1,No,Yes,No
287104790000018301,2,1,2,2,No,Yes,No
287104790000021501,2,1,2,2,No,Yes,No
287105010000001201,2,1,2,1,No,Yes,No
287105010000007201,2,1,2,1,No,Yes,No
287105010000011201,2,1,2,2,No,Yes,No
